"LOCALITY_ID","LOCALITY","Number_of_checklists","LATITUDE","LONGITUDE","city_country","lon","lat","Country","Urban_area","LOCALITY_TYPE","distance.km"
"L1116112","Monroe Harbor, Chicago",317,41.8753448999998,-87.6152371999997,"Chicago, United States",-87.6297982,41.8781136,"United States","Chicago","H",1.24722206725929
"L1127099","Parque da Paz",278,38.6660106,-9.16472199999999,"Lisbon, Portugal",-9.1393366,38.7222524,"Portugal","Lisbon","H",6.62247833542145
"L1129017","Battelle Darby Creek Metro Park--Wet Prairie Teal and Harrier Trails",1362,39.9176361999998,-83.2083892999984,"Columbus, United States",-82.9987942,39.9611755,"United States","Columbus","H",18.5547796536055
"L1130760","North Park Lake",341,40.5966188999997,-79.9981498999996,"Pittsburgh, United States",-79.9958864,40.4406248,"United States","Pittsburgh","H",17.3233668425308
"L1135300","Squantum--Marshes",448,42.2941991000003,-71.0211181999993,"Boston, United States",-71.0588801,42.3600825,"United States","Boston","H",7.95269737148637
"L1136752","Duck Hollow",1160,40.4144763000004,-79.916385400002,"Pittsburgh, United States",-79.9958864,40.4406248,"United States","Pittsburgh","H",7.34468316302267
"L1138317","Glen Echo Park",504,40.0187412,-82.9989624000007,"Columbus, United States",-82.9987942,39.9611755,"United States","Columbus","H",6.3917913840878
"L1138695","Récré-O-Parc",1022,45.4085741000011,-73.5719204000001,"Montreal, Canada",-73.567256,45.5016889,"Canada","Montreal","H",10.3552708512515
"L1143291","City Park--Couturie Forest",649,30.0045692999996,-90.0935962000003,"New Orleans, United States",-90.0715323,29.9510658,"United States","New Orleans","H",6.30162865536238
"L1143505","Millennium Park (Kent Co.)",680,42.9410461000005,-85.7443321000009,"Grand Rapids, United States",-85.6680863,42.9633599,"United States","Grand Rapids","H",6.69759612410377
"L1147781","Rose Lake",374,35.5357186000001,-97.7066516999993,"Oklahoma City, United States",-97.5164276,35.4675602,"United States","Oklahoma City","H",18.8426163260903
"L1148883","Toronto--ravine west of High Park",329,43.6505471,-79.4740248000005,"Toronto, Canada",-79.3831843,43.653226,"Canada","Toronto","H",7.33447663119081
"L1150366","Ohio State University--Mirror Lake and Browning Amphitheatre",423,39.9979755000002,-83.0137789,"Columbus, United States",-82.9987942,39.9611755,"United States","Columbus","H",4.28185025592198
"L1152431","Eagle Creek Park--Ice Skating Pond",277,39.8644913000001,-86.2897967999998,"Indianapolis, United States",-86.158068,39.768403,"United States","Indianapolis","H",15.5253459950149
"L1159562","Pearson Metropark",706,41.6408480999999,-83.4384047999994,"Toledo, United States",-83.555212,41.6639383,"United States","Toledo","H",10.0623488779438
"L1160385","Holt Park",333,39.3518611,-76.5158272000005,"Baltimore, United States",-76.6121893,39.2903848,"United States","Baltimore","H",10.7532971469864
"L1161669","Minca--pueblo",318,11.1436242,-74.1168701999996,"Santa Marta, Colombia",-74.2110227,11.2403547,"Colombia","Santa Marta","H",14.8401025608974
"L1161906","Dallas--Joppa Preserve /Lemmon Lake",412,32.7059331,-96.7376198999993,"Dallas, United States",-96.7969879,32.7766642,"United States","Dallas","H",9.61719617165607
"L1161973","Minnippi Parklands",502,-27.4831850999999,153.1149273,"Brisbane, Australia",153.0251235,-27.4697707,"Australia","Brisbane","H",8.99920489629919
"L1163678","Veterans Memorial Park",717,44.8874686000008,-93.2629394999985,"Minneapolis, United States",-93.2650108,44.977753,"United States","Minneapolis","H",10.0346791386978
"L1164339","Battelle Darby Creek Metro Park--Cedar Ridge Hawthorn Trail",373,39.9001315999998,-83.2108033000004,"Columbus, United States",-82.9987942,39.9611755,"United States","Columbus","H",19.3485785832804
"L1174771","Bentsen-Rio Grande Val. SP--HQ Buildings area",651,26.1856055000003,-98.3799397999989,"McAllen, United States",-98.2300124,26.2034071,"United States","McAllen","H",15.114810084553
"L1176744","Kedron Brook Wetlands Reserve",314,-27.4014134,153.0789685,"Brisbane, Australia",153.0251235,-27.4697707,"Australia","Brisbane","H",9.25835583038209
"L1176818","Kent State University--Kent Wetlands",298,41.1422086999998,-81.3318139000002,"Akron, United States",-81.5190053,41.0814447,"United States","Akron","H",17.1097211046189
"L1180204","Central Park--Turtle Pond",804,40.7795360999996,-73.9678895999988,"New York, United States",-74.0059413,40.7127837,"United States","New York","H",8.07945085350538
"L1180735","Austin--Laguna Gloria",1553,30.310717699999,-97.7749300000016,"Austin, United States",-97.7430608,30.267153,"United States","Austin","H",5.72049478290722
"L1188136","Riverwinds--Nature Trail",285,39.8510256999998,-75.1946889999999,"Philadelphia, United States",-75.1652215,39.9525839,"United States","Philadelphia","H",11.5544249525308
"L1206404","Banksia Park (St Lucia)",603,-27.4988979000004,153.0035985,"Brisbane, Australia",153.0251235,-27.4697707,"Australia","Brisbane","H",3.86557181336079
"L1210076","McAllen--Parakeet roost (10th Str. b/w Dove & Trenton)",373,26.2667101,-98.2192432999994,"McAllen, United States",-98.2300124,26.2034071,"United States","McAllen","H",7.0955041906542
"L1215121","Carondelet Park",662,38.5615895000001,-90.2653885000016,"St. Louis, United States",-90.1994042,38.6270025,"United States","St. Louis","H",9.26132961453969
"L1241076","Celery Fields--South Cell",722,27.3213252999997,-82.4393892000006,"Sarasota, United States",-82.5306527,27.3364347,"United States","Sarasota","H",9.18571689059232
"L124352","Swan Point Cemetery",367,41.8524969999999,-71.3861099999997,"Providence, United States",-71.4128343,41.8239891,"United States","Providence","H",3.86692757951242
"L1263899","Mid Pines Rd.",812,35.7250538000005,-78.693695100001,"Raleigh, United States",-78.6381787,35.7795897,"United States","Raleigh","H",7.86299651371196
"L126616","Fort Smallwood Park",1532,39.1630000000004,-76.479999999999,"Baltimore, United States",-76.6121893,39.2903848,"United States","Baltimore","H",18.1739491042369
"L126626","Fort Howard Park",261,39.199,-76.4399999999999,"Baltimore, United States",-76.6121893,39.2903848,"United States","Baltimore","H",17.9969226213222
"L127291","Theodore Roosevelt Area",400,30.3696999999999,-81.482,"Jacksonville, United States",-81.655651,30.3321838,"United States","Jacksonville","H",17.2058871664942
"L127330","Weedon Island  Preserve",342,27.8450999999999,-82.6012000000002,"Tampa, United States",-82.4571776,27.950575,"United States","Tampa","H",18.3761686932156
"L127337","Lettuce Lake County Park",757,28.0724999999998,-82.375399999999,"Tampa, United States",-82.4571776,27.950575,"United States","Tampa","H",15.7243269115951
"L127348","Ackerman Park",408,27.3340000000001,-82.4432999999997,"Sarasota, United States",-82.5306527,27.3364347,"United States","Sarasota","H",8.64853461561987
"L127350","Oscar Scherer SP",522,27.1734149000002,-82.4663829999996,"Sarasota, United States",-82.5306527,27.3364347,"United States","Sarasota","H",19.1522909531042
"L127353","Mead Botanical Gardens",1922,28.5835999999997,-81.3586000000038,"Orlando, United States",-81.3792365,28.5383355,"United States","Orlando","H",5.40773339066643
"L127398","Point Ybel Lighthouse Beach Park",977,26.4520608999995,-82.0151280999999,"Cape Coral, United States",-81.9495331,26.5628537,"United States","Cape Coral","H",13.9082765473407
"L127399","J. N. Ding Darling NWR--Bailey Tract",1536,26.4276000000003,-82.0819000000017,"Cape Coral, United States",-81.9495331,26.5628537,"United States","Cape Coral","H",19.9676157897356
"L127422","Crandon Park",737,25.7089712,-80.153632200001,"Miami, United States",-80.1917902,25.7616798,"United States","Miami","H",6.98260961781747
"L127423","Bill Baggs Cape Florida SP",1106,25.6732999999995,-80.1582000000009,"Miami, United States",-80.1917902,25.7616798,"United States","Miami","H",10.3550923940828
"L127425","Matheson Hammock Park",1174,25.6806538999998,-80.2726363999983,"Miami, United States",-80.1917902,25.7616798,"United States","Miami","H",12.0995067071812
"L127426","Fairchild Tropical Botanic Garden",303,25.6764000000001,-80.2713000000003,"Miami, United States",-80.1917902,25.7616798,"United States","Miami","H",12.3662709807275
"L1284799","Ferry / Sue Bierman Parks",330,37.7959300000002,-122.396468,"San Francisco, United States",-122.4194155,37.7749295,"United States","San Francisco","H",3.0853055904005
"L128530","Discovery Park",2326,47.6638680000022,-122.421531700004,"Seattle, United States",-122.3320708,47.6062095,"United States","Seattle","H",9.28952380692568
"L128870","Agua Caliente Park",1057,32.2806014999996,-110.730300900002,"Tucson, United States",-110.926479,32.2217429,"United States","Tucson","H",19.6051277382341
"L128890","Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069)",3446,26.1720180999986,-98.3829035999963,"Reynosa, Mexico",-98.2978951,26.0508406,"Mexico","Reynosa","H",15.8913266813912
"L128990","Hermann Park (UTC 091)",343,29.7168676000001,-95.3921521000004,"Houston, United States",-95.3698028,29.7604267,"United States","Houston","H",5.2903887773378
"L129072","Sabino Canyon Recreation Area",550,32.3300526,-110.794430100001,"Tucson, United States",-110.926479,32.2217429,"United States","Tucson","H",17.2920251882999
"L129085","Santa Ana NWR (LTC 059)",3312,26.0813002999985,-98.1351399000037,"McAllen, United States",-98.2300124,26.2034071,"United States","McAllen","H",16.5231686428617
"L129106","Tanque Verde Wash--Wentworth Rd.",491,32.2400761999998,-110.720897500001,"Tucson, United States",-110.926479,32.2217429,"United States","Tucson","H",19.4835521051154
"L129113","Tucson Mountain Park",838,32.2300828000004,-111.129241000001,"Tucson, United States",-110.926479,32.2217429,"United States","Tucson","H",19.134850652502
"L1293732","Randalls Island",339,40.7887807999997,-73.9219680999997,"New York, United States",-74.0059413,40.7127837,"United States","New York","H",11.0233856246995
"L1294852","Reserva Ribera Norte",267,-34.4693445,-58.4949660000002,"Buenos Aires, Argentina",-58.3815591,-34.6036844,"Argentina","Buenos Aires","H",18.178867476025
"L1295310","Bufferlands--Upper Beach Lake",801,38.4505639999996,-121.485958100001,"Sacramento, United States",-121.4943996,38.5815719,"United States","Sacramento","H",14.5613207078585
"L1298387","Ottawa--Deschenes Rapids Lookout",310,45.3788218000004,-75.7799684999994,"Ottawa, Canada",-75.6971931,45.4215296,"Canada","Ottawa","H",8.0332254587951
"L1300380","Causeway Islands Park",543,26.4797156999998,-82.0228100000002,"Cape Coral, United States",-81.9495331,26.5628537,"United States","Cape Coral","H",11.7555191524572
"L130597","Babel Slough",482,38.4795150999999,-121.551979099999,"Sacramento, United States",-121.4943996,38.5815719,"United States","Sacramento","H",12.3916501005725
"L130674","Fountain Creek Regional Park--Nature Center/Cattail Marsh area",282,38.7133979999999,-104.7170105,"Colorado Springs, United States",-104.8213634,38.8338816,"United States","Colorado Springs","H",16.1594539327105
"L130766","Hornsby Bend (HOTE 037)",4783,30.218198799997,-97.6458053999944,"Austin, United States",-97.7430608,30.267153,"United States","Austin","H",10.8202372444356
"L130783","Mohawk Park--Mary K. Oxley Nature Center",517,36.2235555000003,-95.900505799999,"Tulsa, United States",-95.992775,36.1539816,"United States","Tulsa","H",11.3349396578205
"L1309950","Lake Park--Linnwood Water Treatment Plant to Bradford Beach",266,43.0695148,-87.865777,"Milwaukee, United States",-87.9064736,43.0389025,"United States","Milwaukee","H",4.74956523945151
"L131149","Irondequoit Bay Outlet (Pier and Marine Park)",1098,43.2345313999997,-77.5347137000009,"Rochester, United States",-77.6109219,43.16103,"United States","Rochester","H",10.2492282604659
"L131388","Garden of the Gods Park",729,38.8768686000003,-104.882762399998,"Colorado Springs, United States",-104.8213634,38.8338816,"United States","Colorado Springs","H",7.15384162730771
"L131389","Fountain Creek Regional Park",543,38.7071991,-104.716400099999,"Colorado Springs, United States",-104.8213634,38.8338816,"United States","Colorado Springs","H",16.7624977163757
"L131646","Radnor Lake State Natural Area",1739,36.0602989000016,-86.801696799999,"Nashville, United States",-86.7816016,36.1626638,"United States","Nashville","H",11.5017183560252
"L1320362","Bells Bend--Old Hickory Blvd",265,36.1468668999999,-86.9058036999998,"Nashville, United States",-86.7816016,36.1626638,"United States","Nashville","H",11.3132141158059
"L132066","Shelby Park and Bottoms (Nashville)",371,36.1753719999998,-86.7088651999993,"Nashville, United States",-86.7816016,36.1626638,"United States","Nashville","H",6.69436211613008
"L1322059","Santa Ana NWR--Willow Lakes",287,26.0799512000001,-98.1399678999996,"McAllen, United States",-98.2300124,26.2034071,"United States","McAllen","H",16.3754445329302
"L132236","CBBT--South Thimble Island (#1)",1492,36.9645003999994,-76.1134032999988,"Virginia Beach, United States",-75.977985,36.8529263,"United States","Virginia Beach","H",17.2903528936723
"L1325399","Ra's al-Khor Wildlife Sanctuary--Mangrove Hide",263,25.1860999999999,55.3289999999998,"Dubai, United Arab Emirates",55.2707828,25.2048493,"United Arab Emirates","Dubai","H",6.22444316056292
"L1331912","Santa Ana NWR--Entry and Parking lot",272,26.0826692,-98.1356089000001,"McAllen, United States",-98.2300124,26.2034071,"United States","McAllen","H",16.3721119815039
"L1341892","Erie Basin Marina",591,42.8814376,-78.8885872000004,"Buffalo, United States",-78.8783689,42.8864468,"United States","Buffalo","H",1.00325253181821
"L1342167","Milwaukee Lake Express Ferry Terminal",396,43.0030315999998,-87.8870905000003,"Milwaukee, United States",-87.9064736,43.0389025,"United States","Milwaukee","H",4.28679919725383
"L1343240","Universidad El Salvador Campus",420,13.719298,-89.2035093000007,"San Salvador, El Salvador",-89.2181911,13.6929403,"El Salvador","San Salvador","H",3.32053467941283
"L1352077","Black Dog Lake--West Outflow",273,44.8012294,-93.2852953000001,"Minneapolis, United States",-93.2650108,44.977753,"United States","Minneapolis","H",19.6823398865618
"L1356513","Toronto--Sunnyside Beach",279,43.6342951999997,-79.4672893999997,"Toronto, Canada",-79.3831843,43.653226,"Canada","Toronto","H",7.10446684134431
"L1358545","Crum Creek Reservoir",266,39.9268023999999,-75.3669358000003,"Philadelphia, United States",-75.1652215,39.9525839,"United States","Philadelphia","H",17.4763421315493
"L1374253","Parque del Bicentenario (ANP El Espino-Bosque Los Pericos)",255,13.693303,-89.2542646000001,"San Salvador, El Salvador",-89.2181911,13.6929403,"El Salvador","San Salvador","H",3.90248638345317
"L139567","Rodeo Lagoon",1717,37.8304863000008,-122.532951400002,"San Francisco, United States",-122.4194155,37.7749295,"United States","San Francisco","H",11.7473555070417
"L1396997","Reserva Yanacocha",381,-0.111787300000001,-78.5848817000004,"Quito, Ecuador",-78.4678382,-0.1806532,"Ecuador","Quito","H",15.0912116873435
"L139734","Springfield Lake",399,41.0230675000002,-81.4393539000004,"Akron, United States",-81.5190053,41.0814447,"United States","Akron","H",9.32036502458692
"L1400591","Rio Vista Natural Resource Park",415,32.2800719000002,-110.932650199999,"Tucson, United States",-110.926479,32.2217429,"United States","Tucson","H",6.49426350078331
"L140218","Miller Meadows Forest Preserve",479,41.8556480000004,-87.8284149000002,"Chicago, United States",-87.6297982,41.8781136,"United States","Chicago","H",16.6775191521603
"L1402306","Leyton Flats",363,51.5806061000002,0.0156413999999999,"London, United Kingdom",-0.1277583,51.5073509,"United Kingdom","London","H",12.8605143738244
"L140437","Ontario Beach and Charlotte Pier",677,43.2580187999995,-77.6071545000009,"Rochester, United States",-77.6109219,43.16103,"United States","Rochester","H",10.779495634681
"L140438","Lasalle Landing Park",395,43.1763487000003,-77.5259312999996,"Rochester, United States",-77.6109219,43.16103,"United States","Rochester","H",7.11767772878107
"L140445","Cobbs Hill Park",257,43.1404990999999,-77.5682983000003,"Rochester, United States",-77.6109219,43.16103,"United States","Rochester","H",4.15005806625335
"L140447","BHI--World's End, Hingham (TTOR)",474,42.2713012999996,-70.8806991999998,"Boston, United States",-71.0588801,42.3600825,"United States","Boston","H",17.6925887592109
"L140459","Wheat Ridge Greenbelt",490,39.7742003999996,-105.127601599999,"Denver, United States",-104.990251,39.7392358,"United States","Denver","H",12.3940902982963
"L140460","Big Johnson Reservoir",1223,38.7490005,-104.698997500002,"Colorado Springs, United States",-104.8213634,38.8338816,"United States","Colorado Springs","H",14.2059977131787
"L140473","Cherry Creek SP",2255,39.640264600001,-104.853858899996,"Denver, United States",-104.990251,39.7392358,"United States","Denver","H",16.0508705556382
"L1404918","Cibola NF -- Sandia Crest House",456,35.2101346,-106.449167500001,"Albuquerque, United States",-106.6055534,35.0853336,"United States","Albuquerque","H",19.8691446634314
"L1405638","Fish Creek PP--Votier's Flats",294,50.9336108000002,-114.0848091,"Calgary, Canada",-114.0708459,51.0486151,"Canada","Calgary","H",12.8315172320022
"L1409960","Calgary--Confederation Park",480,51.0739337999996,-114.087551299999,"Calgary, Canada",-114.0708459,51.0486151,"Canada","Calgary","H",3.05046026849303
"L141172","Cibola NF -- Sandia Crest",464,35.2103004,-106.448700000001,"Albuquerque, United States",-106.6055534,35.0853336,"United States","Albuquerque","H",19.9125130041432
"L1413967","Whitaker Ponds Nature Park",354,45.5733691999998,-122.611371899999,"Portland, United States",-122.6764815,45.5230622,"United States","Portland","H",7.5573874866607
"L1415142","Lake Roland--Boardwalk",306,39.3798437,-76.6436839000004,"Baltimore, United States",-76.6121893,39.2903848,"United States","Baltimore","H",10.2963905634916
"L1426627","Big Cottonwood Park",429,40.6711286999999,-111.8480671,"Salt Lake City, United States",-111.8910474,40.7607793,"United States","Salt Lake City","H",10.5972587086739
"L1429286","Scarborough--Rosetta McClain Gardens",326,43.6957638000002,-79.2552365000002,"Toronto, Canada",-79.3831843,43.653226,"Canada","Toronto","H",11.3490538207
"L1433708","SFF Otún Quimbaya",283,4.72228470000002,-75.5766678,"Pereira, Colombia",-75.690601,4.8087174,"Colombia","Pereira","H",15.8464070930498
"L1434128","Lake Hefner--Lakeshore Park/Prairie Dog Point",629,35.5606340000002,-97.6117857999998,"Oklahoma City, United States",-97.5164276,35.4675602,"United States","Oklahoma City","H",13.4708839771249
"L143490","Thatcher Woods Forest Preserve",455,41.8935698999997,-87.8297881999998,"Chicago, United States",-87.6297982,41.8781136,"United States","Chicago","H",16.6874434129858
"L1437376","Toronto--Downsview Park",538,43.7437382999997,-79.4830565999998,"Toronto, Canada",-79.3831843,43.653226,"Canada","Toronto","H",12.8821140725017
"L1438036","Ottawa--Shirley's Bay (Hilda Road feeders)",367,45.3630185000002,-75.8797129000005,"Ottawa, Canada",-75.6971931,45.4215296,"Canada","Ottawa","H",15.7023901511686
"L1438140","Rotary Park -- Environmental Center",321,26.5467024999999,-81.9806343999998,"Cape Coral, United States",-81.9495331,26.5628537,"United States","Cape Coral","H",3.57857878072725
"L1440594","Mission Bay--entrance channel",382,32.7587473000002,-117.247284800001,"San Diego, United States",-117.1610838,32.715738,"United States","San Diego","H",9.38240016589591
"L1448462","Calgary--Egerts Park",372,51.1057911999998,-114.081204200001,"Calgary, Canada",-114.0708459,51.0486151,"Canada","Calgary","H",6.40211550139722
"L1455050","Lake Hiawatha Park",410,44.9209669999998,-93.2347698999996,"Minneapolis, United States",-93.2650108,44.977753,"United States","Minneapolis","H",6.74684863906394
"L1465889","Bear Creek Park (Denver)",271,39.6513211000001,-105.0451708,"Denver, United States",-104.990251,39.7392358,"United States","Denver","H",10.8382660078681
"L148354","Wyandotte Co. Lake",953,39.1655385000002,-94.7822285000002,"Kansas City, United States",-94.5785667,39.0997265,"United States","Kansas City","H",19.0650645156425
"L148362","Lake Lotus Park",256,28.6447926000001,-81.4251632999999,"Orlando, United States",-81.3792365,28.5383355,"United States","Orlando","H",12.6249122693902
"L1484444","Bothell--Storm Water Pond and Cow Farm",283,47.7565343999999,-122.221203100001,"Seattle, United States",-122.3320708,47.6062095,"United States","Seattle","H",18.6720085797129
"L1487217","Santa Ana NWR--Pintail Lakes Trail",316,26.0787993000001,-98.1330502999997,"McAllen, United States",-98.2300124,26.2034071,"United States","McAllen","H",16.8700651986321
"L1496108","Ottawa--Shirley's Bay (boat launch)",260,45.3664604,-75.8820573999998,"Ottawa, Canada",-75.6971931,45.4215296,"Canada","Ottawa","H",15.7164006696932
"L1502128","Natural History Museum Nature Gardens",264,34.0177304,-118.2884504,"Los Angeles, United States",-118.2436849,34.0522342,"United States","Los Angeles","H",5.63360853383034
"L152123","Wood Lake Nature Center",762,44.8773731,-93.2931088999995,"Minneapolis, United States",-93.2650108,44.977753,"United States","Minneapolis","H",11.3736656880725
"L152135","Descanso Gardens",876,34.2016399999995,-118.212289999999,"Los Angeles, United States",-118.2436849,34.0522342,"United States","Los Angeles","H",16.8239328517287
"L152149","Bette Davis Picnic Area",441,34.1576843000002,-118.297861599999,"Los Angeles, United States",-118.2436849,34.0522342,"United States","Los Angeles","H",12.7204023006664
"L1522006","Clinton-Como Park",260,40.0252853999998,-83.0222144,"Columbus, United States",-82.9987942,39.9611755,"United States","Columbus","H",7.3940737427504
"L152687","Grant Park, Chicago--Museum Campus",1296,41.8663999999994,-87.6153999999985,"Chicago, United States",-87.6297982,41.8781136,"United States","Chicago","H",1.76675066223825
"L152691","Lincoln Park, Chicago--North Pond",3050,41.9282999999996,-87.6369999999947,"Chicago, United States",-87.6297982,41.8781136,"United States","Chicago","H",5.60621344954371
"L152740","Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",1319,41.7857130999988,-87.5829648999974,"Chicago, United States",-87.6297982,41.8781136,"United States","Chicago","H",10.9755455349944
"L152773","Floyd Bennett Field",2014,40.5923452999996,-73.8914327999997,"New York, United States",-74.0059413,40.7127837,"United States","New York","H",16.5125594249819
"L1533435","University of Central Florida",433,28.5997117000001,-81.1932444000003,"Orlando, United States",-81.3792365,28.5383355,"United States","Orlando","H",19.4273125934945
"L1535778","Ottawa--Britannia Conservation Area (Britannia Ridge)",642,45.3737174999996,-75.7972460000001,"Ottawa, Canada",-75.6971931,45.4215296,"Canada","Ottawa","H",9.46624185689315
